,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2298,Mistral,201.49159,0.12985,-102.39629,-0.87756,231.27418,-123.16418,Q2,-0.65510,1.30361,9.07703,0.03036,True,956.25978
2299,Mistral,197.89458,-0.92890,-95.02813,-0.87849,227.69451,-117.07522,Boom!,3.07388,1.60938,17.34480,1.89167,True,941.95883
2300,Mistral,199.07270,0.64227,-94.64212,-0.89181,228.85669,-118.48140,Q4,-0.26464,-1.37753,12.44546,-2.81342,True,948.04245
2301,OpenAI,200.44899,-0.23113,-98.84958,-0.88706,230.25853,-120.42096,Q3,-0.64844,-1.42328,13.63876,-0.39744,True,952.82017
2302,Mistral,201.24995,0.35693,-105.50467,-0.88716,231.04553,-121.59510,Q2,-2.09902,-1.94671,10.85535,2.80928,True,953.49744
2303,Mistral,200.52611,0.44536,-101.64960,-0.89217,230.31554,-122.69078,Q3,-0.37118,-0.61222,11.11334,-3.21948,True,951.80574
2304,OpenAI,199.63235,0.35398,-97.85919,-0.88004,229.42073,-118.95821,Q4,0.22047,-0.51277,7.58863,-3.58740,True,949.23213
2305,OpenAI,198.27891,-0.95421,-95.74709,-0.88391,228.08082,-118.96332,Boom!,-2.15403,1.38938,12.23837,-4.18786,True,943.52098
2306,OpenAI,200.98581,-0.75716,-96.05112,-0.88643,230.79125,-120.04266,Q3,0.55833,-2.18969,14.53902,-0.11460,True,956.90349
2307,Antrophic,198.61786,-0.63647,-95.16918,-0.88844,228.40386,-118.81506,Boom!,-0.03031,0.41202,12.14320,4.44147,True,945.50472
2308,OpenAI,200.10651,0.51340,-99.21433,-0.88912,229.91575,-121.87874,Q3,1.03765,-1.99951,9.78594,-1.80327,True,950.92539
2309,Mistral,199.95989,1.62280,-99.50659,-0.89785,229.75775,-124.55784,Q4,-1.38958,-0.88596,9.84629,-2.07078,True,950.04618
2310,Mistral,199.81330,-0.51811,-94.51624,-0.87709,229.60429,-121.41190,Q4,-0.09788,0.21423,20.04325,0.90353,True,951.80837
2311,Mistral,199.23458,0.16212,-104.18314,-0.89564,229.03521,-121.63606,Q4,0.95020,2.07874,9.97545,-1.27644,True,944.08134
2312,OpenAI,200.15457,0.20589,-102.27416,-0.88235,229.94704,-117.64624,Q3,-1.60923,2.28341,10.69047,-2.60721,True,949.63575
2313,Mistral,199.39973,-0.24491,-98.55462,-0.87913,229.18245,-118.77531,Q4,-0.80395,0.49540,5.95358,6.79488,True,947.72132
2314,Antrophic,199.05445,0.65244,-97.42621,-0.89909,228.85283,-120.50643,Q4,-0.26206,-1.77654,10.03832,0.25349,True,946.55913
2315,Mistral,199.43962,0.01931,-96.99162,-0.88956,229.24536,-122.88931,Q4,-0.07479,-0.49389,14.24963,-3.43816,True,948.70228
2316,Antrophic,200.22010,1.36851,-93.08437,-0.89496,230.01992,-125.17144,Q3,-0.27600,-1.05072,14.53576,-0.47821,True,954.55833
2317,OpenAI,198.28504,-0.86721,-97.72056,-0.89343,228.11745,-120.03014,Boom!,-1.19382,-2.29010,9.45241,-1.53649,True,942.56492
2318,OpenAI,201.91647,0.62433,-107.42815,-0.89169,231.72780,-122.22354,Q2,-0.99876,0.46350,12.80428,-3.18897,True,955.86826
2319,OpenAI,201.03789,-0.07222,-104.08641,-0.88726,230.85184,-119.05722,Q2,1.29153,0.15531,12.31616,-5.98939,True,953.14624
2320,Mistral,200.18887,0.19921,-102.85665,-0.89382,229.98748,-120.14207,Q3,0.11907,-0.66678,9.27001,0.34864,True,949.51601
2321,OpenAI,199.61991,-1.01238,-99.36155,-0.88992,229.44011,-120.34755,Q4,-2.92796,0.16961,10.46887,2.25086,True,948.41878
2322,Antrophic,200.33791,0.12465,-100.51299,-0.89301,230.15161,-119.58923,Q3,0.17358,-0.74333,10.66002,3.50618,True,951.43304
2323,OpenAI,201.12547,-0.20648,-102.76381,-0.89296,230.94889,-121.97420,Q2,0.76846,-0.33035,10.86300,-3.76161,True,954.24545
2324,Mistral,200.48354,0.34120,-96.23054,-0.88505,230.28040,-121.76041,Q3,-4.24632,-2.08916,15.97201,2.77050,True,954.30242
2325,Mistral,199.53929,0.23766,-103.74554,-0.89562,229.33104,-120.15752,Q4,1.18882,1.43758,13.74684,-2.49417,True,945.82367
2326,OpenAI,202.58261,-0.40252,-102.02789,-0.89321,232.40832,-124.91677,Q1,-0.17907,0.60708,13.06044,-3.65630,True,961.89913
2327,OpenAI,199.96460,-0.78079,-108.85322,-0.89179,229.79018,-119.89551,Q4,1.31686,1.20201,9.10923,-4.72777,True,945.39640
2328,Antrophic,200.36042,1.30499,-101.54703,-0.89010,230.13762,-118.69034,Q3,0.46896,-0.45362,7.26190,-1.48686,True,951.02859
2329,OpenAI,199.73290,0.29753,-98.31895,-0.88015,229.51650,-122.96651,Q4,-1.53654,2.26077,11.02655,-2.16744,True,949.50501
2330,Antrophic,200.47606,-0.13811,-96.79609,-0.88879,230.23681,-119.57020,Q3,-0.19025,1.16564,5.78477,-4.41178,True,953.98224
2331,OpenAI,198.72076,0.11353,-98.29335,-0.89238,228.53815,-120.22372,Boom!,1.36428,-1.50428,10.74405,-2.90379,True,944.45712
2332,Antrophic,199.84204,-0.18499,-100.74011,-0.88609,229.60061,-118.27411,Q4,-1.37821,-1.17783,6.82018,0.02138,True,948.84014
2333,Antrophic,200.24476,0.77588,-99.21065,-0.90900,230.07861,-121.76878,Q3,0.52733,-0.64944,6.92027,2.90740,True,951.61847
2334,Antrophic,199.53420,-0.38586,-101.54768,-0.88350,229.30723,-119.72395,Q4,-0.80736,-0.04398,12.10499,0.15811,True,946.89715
2335,Mistral,200.12369,0.83014,-97.45932,-0.89100,229.92324,-123.36673,Q3,2.89887,-0.24674,11.81409,-0.30823,True,951.88879
2336,Antrophic,199.35118,-0.47252,-98.32991,-0.89741,229.14748,-119.05127,Q4,0.14259,-0.36876,10.40546,8.91752,True,947.59095
2337,OpenAI,198.34109,-0.13280,-96.48228,-0.88242,228.12470,-121.60066,Boom!,-3.48847,2.04184,8.51785,2.19656,True,943.46432
2338,OpenAI,201.67883,0.39564,-105.00295,-0.89286,231.50512,-124.45959,Q2,-0.28740,1.23018,16.82551,2.24821,True,955.89268
2339,Antrophic,200.29546,0.73405,-95.08655,-0.90919,230.12696,-122.22901,Q3,0.75756,-0.25381,15.10659,2.60689,True,953.93404
2340,Mistral,200.99912,0.24831,-96.60224,-0.89416,230.78709,-119.33430,Q2,2.02654,1.36428,7.04779,-2.72637,True,956.69449
2341,Antrophic,198.95522,-0.37876,-99.70747,-0.90445,228.76882,-120.25647,Boom!,0.28386,0.29004,12.39310,4.22160,True,944.92236
2342,Antrophic,198.56523,-0.17558,-98.18461,-0.90021,228.39771,-118.90494,Boom!,1.26819,-0.91149,10.32285,0.27545,True,943.73386
2343,OpenAI,198.09461,-0.88003,-96.21786,-0.89027,227.91159,-120.81127,Boom!,1.14037,-0.06558,9.91280,-2.77246,True,942.36411
2344,Antrophic,199.18158,-0.63442,-97.06458,-0.89991,228.97752,-118.43994,Q4,-0.56980,0.46472,12.93846,0.51425,True,947.37559
2345,OpenAI,198.05352,0.06023,-98.11052,-0.88468,227.84693,-120.17022,Boom!,0.58918,-1.11650,10.14411,5.20847,True,941.21234
2346,Antrophic,201.01450,0.41723,-101.72710,-0.88192,230.78636,-121.39291,Q2,0.68729,0.71894,12.90258,1.29192,True,954.20895
2347,Antrophic,197.50889,-0.41305,-101.45950,-0.88881,227.26773,-116.79046,Boom!,-0.23962,-0.41746,16.51797,-0.41766,True,936.81470
2348,OpenAI,201.36736,-0.66479,-98.16524,-0.89328,231.19770,-122.32611,Q2,0.75927,-0.77888,10.93220,4.48650,True,957.75417
2349,OpenAI,200.51159,-0.72090,-98.94791,-0.89075,230.33319,-119.60875,Q3,-1.21121,0.71481,11.49068,-4.08930,True,953.08401
2350,OpenAI,200.85160,-0.60456,-103.24870,-0.88033,230.63946,-121.63244,Q3,0.69015,-2.41566,13.26328,-4.30888,True,952.63364
2351,Mistral,201.70821,0.15703,-101.24617,-0.88145,231.51313,-125.35450,Q2,0.82703,0.67344,15.64681,-0.29700,True,957.91798
2352,Mistral,201.36606,0.26157,-101.82495,-0.88599,231.15673,-121.86109,Q2,-2.59821,-0.08624,12.71454,-3.90378,True,955.91784
2353,Antrophic,199.03096,-0.72509,-101.83370,-0.88892,228.79314,-121.31150,Q4,-0.04661,-0.01811,13.10285,6.74714,True,944.23793
2354,OpenAI,198.82383,-0.73423,-101.00483,-0.89087,228.64037,-118.54520,Boom!,-0.19606,0.04203,7.46709,-1.11617,True,943.61673
2355,Mistral,199.71701,-0.70989,-101.26280,-0.89798,229.51823,-119.47149,Q4,-1.21082,-0.32851,9.30789,1.64619,True,947.95363
2356,Mistral,199.66195,0.36629,-95.20610,-0.88797,229.45419,-121.21342,Q4,0.07004,-0.50581,9.18619,4.36419,True,950.70672
2357,Antrophic,198.40905,0.14090,-100.46013,-0.90584,228.22396,-120.19519,Boom!,0.74455,0.06645,13.04608,0.90831,True,941.81518
2358,Antrophic,198.16117,-0.09578,-97.34188,-0.88570,227.95153,-116.21773,Boom!,0.51897,-0.54795,11.19548,1.11871,True,942.13493
2359,OpenAI,200.38508,-0.99249,-96.57393,-0.88248,230.18084,-122.24206,Q3,-3.17048,1.04907,11.32385,-2.12881,True,953.63841
2360,Mistral,199.35325,0.25907,-98.41276,-0.88843,229.15189,-123.82493,Q4,0.30324,-1.71760,13.64657,1.56267,True,947.55987
2361,Mistral,199.99809,0.53456,-101.84638,-0.88695,229.79828,-119.80730,Q4,0.89311,0.27968,10.50216,-3.65364,True,949.06726
2362,Antrophic,198.96568,0.47292,-99.82343,-0.87787,228.72436,-119.52277,Boom!,-0.32411,-1.01105,14.74935,3.18333,True,944.91667
2363,OpenAI,198.84211,0.39287,-98.03507,-0.88347,228.63264,-123.21994,Boom!,-2.73752,2.40016,9.20270,-4.96042,True,945.19300
2364,Mistral,199.13998,-0.64190,-92.02689,-0.88464,228.92573,-122.80071,Q4,-1.14474,0.49142,9.29243,-0.90248,True,949.68647
2365,Mistral,201.58063,0.75173,-104.90299,-0.87849,231.37599,-122.33896,Q2,1.37153,1.19052,4.77025,-2.31936,True,955.45167
2366,Antrophic,199.76581,0.56204,-102.67714,-0.89703,229.55991,-122.70778,Q4,0.84873,-0.34479,9.84543,0.66517,True,947.49047
2367,OpenAI,199.93263,-0.68558,-102.14864,-0.88783,229.73825,-120.75959,Q4,0.81619,-1.17872,14.31401,-3.15633,True,948.58885
2368,Antrophic,202.52617,0.78186,-105.74371,-0.90883,232.35462,-124.02937,Q1,-0.23583,0.65871,10.91634,1.13189,True,959.75897
2369,Mistral,201.76392,0.78855,-108.13964,-0.89040,231.56036,-122.79276,Q2,0.82144,1.70050,9.66823,-2.95515,True,954.74976
2370,Antrophic,200.30901,-0.37203,-101.78795,-0.89289,230.09987,-122.22379,Q3,0.27216,-0.35425,8.92738,6.21905,True,950.65105
2371,Antrophic,198.53830,-0.41044,-96.52610,-0.88488,228.31983,-116.76124,Boom!,-0.82099,-0.18844,7.50702,-3.83030,True,944.42848
2372,Antrophic,199.98304,0.40156,-97.92595,-0.88707,229.75690,-117.44491,Q4,0.64918,0.94212,7.75212,-2.00010,True,950.95222
2373,OpenAI,199.22612,-1.53161,-100.66110,-0.89312,229.04650,-119.61552,Q4,0.07652,0.15350,10.49836,0.61951,True,945.80005
2374,Antrophic,200.23221,0.48608,-102.60566,-0.89682,230.05751,-120.40743,Q3,1.07690,0.08352,10.16335,1.17454,True,949.85823
2375,Mistral,201.65574,-0.01014,-100.20664,-0.89077,231.44936,-120.95012,Q2,1.04634,-1.19758,10.74771,0.05858,True,958.17536
2376,Antrophic,200.45327,-0.12301,-106.77157,-0.90629,230.28423,-120.84852,Q3,0.82904,1.25609,13.68875,2.07001,True,948.88058
2377,OpenAI,199.28757,-0.86667,-100.88772,-0.88846,229.10279,-118.04466,Q4,0.66874,-0.06320,10.63823,-2.55777,True,945.99401
2378,Antrophic,199.41877,-1.30966,-101.66350,-0.89741,229.21167,-119.42183,Q4,0.06791,-0.29946,9.99233,6.36676,True,946.26211
2379,OpenAI,201.89712,0.81874,-102.98925,-0.89056,231.70660,-123.29254,Q2,1.43593,0.09667,7.90737,-3.53947,True,957.99097
2380,Antrophic,198.78368,-0.94806,-95.85432,-0.90060,228.59708,-119.22143,Boom!,-0.27733,-0.92941,12.79176,-1.89392,True,945.99125
2381,Mistral,198.93578,1.11237,-98.22938,-0.88741,228.72505,-119.17122,Boom!,1.71595,-0.12082,18.80295,-1.59164,True,945.56422
2382,Mistral,201.44822,-0.86120,-95.80640,-0.88199,231.23413,-124.46613,Q2,-0.00322,-1.30486,9.88150,-1.35982,True,959.33789
2383,OpenAI,198.63225,1.08378,-98.80590,-0.88050,228.41921,-118.18093,Boom!,1.57734,-1.66786,8.27832,0.19781,True,943.75830
2384,OpenAI,201.13533,0.55766,-104.87146,-0.89507,230.96781,-121.54174,Q2,1.88153,-2.21206,10.57390,0.21512,True,953.24090
2385,Antrophic,199.27990,0.59657,-95.44433,-0.89166,229.08510,-118.66643,Q4,0.39124,0.62056,6.24352,0.88541,True,948.67736
2386,Mistral,202.56394,1.18459,-106.88940,-0.88875,232.36186,-122.91764,Q1,0.39357,-0.24796,13.50442,-1.70424,True,959.37503
2387,Antrophic,202.21881,0.58432,-102.13243,-0.89754,232.00838,-124.64551,Q1,-1.19209,-0.14608,12.67533,0.16481,True,960.02784
2388,Mistral,199.70060,0.67924,-100.65741,-0.89122,229.50247,-118.12423,Q4,1.48296,-0.64532,12.95303,-3.20062,True,948.17429
2389,Mistral,198.51163,0.14262,-97.93378,-0.87592,228.29360,-120.52547,Boom!,0.22504,-1.81282,9.07206,2.52934,True,943.59124
2390,Antrophic,201.62299,-0.07179,-99.21228,-0.88671,231.40171,-120.90514,Q2,-0.89780,-0.36580,6.17062,2.07191,True,958.50883
2391,OpenAI,199.90304,-0.96936,-97.71146,-0.88487,229.70526,-122.14202,Q4,-0.30922,-1.01653,5.59588,2.99900,True,950.65945
2392,OpenAI,199.46791,0.52755,-99.01200,-0.88674,229.28005,-119.67199,Q4,-0.25580,0.87903,8.29585,-2.33745,True,947.83354
2393,Antrophic,200.52252,0.84743,-102.46395,-0.88891,230.28900,-120.72163,Q3,0.48451,0.54293,16.05066,-2.64856,True,951.38063
2394,Mistral,201.15085,0.42091,-104.03445,-0.88406,230.93279,-122.46846,Q2,-0.54016,-1.13769,8.78407,-0.64727,True,953.73702
2395,Antrophic,202.14633,0.46713,-98.73194,-0.89630,231.96625,-120.65044,Q1,0.33445,0.90116,13.85345,9.65121,True,961.36569
2396,OpenAI,199.90389,-0.21478,-99.47482,-0.88699,229.70957,-119.45732,Q4,0.84180,0.36020,11.20815,-2.15222,True,949.78204
2397,OpenAI,200.33491,0.58900,-105.23517,-0.88584,230.12922,-120.39175,Q3,-0.82288,2.69411,17.26316,1.77372,True,949.05694
2398,Mistral,201.39804,-0.33693,-93.52832,-0.88789,231.18312,-118.85195,Q2,3.57807,0.71408,14.15721,-0.79677,True,960.22602
2399,OpenAI,200.07706,0.60706,-101.18422,-0.88925,229.89322,-119.67630,Q3,-1.62962,1.04162,9.18645,-7.73191,True,949.79319
2400,OpenAI,198.89131,-0.21151,-97.73242,-0.88091,228.68272,-119.82091,Boom!,-1.64485,0.36071,8.28195,-5.31619,True,945.59034
2401,Mistral,199.29902,0.67762,-97.86240,-0.88652,229.09026,-117.94591,Q4,2.96545,2.50443,10.55694,-1.53400,True,947.56390
2402,Antrophic,199.83194,-0.66892,-99.59477,-0.89914,229.63829,-121.02605,Q4,-0.62365,0.24573,9.54913,-1.30289,True,949.36231
2403,Antrophic,200.68175,0.86119,-96.95570,-0.89902,230.49114,-121.25002,Q3,-0.15390,0.97026,9.66771,7.79548,True,954.93088
2404,Antrophic,202.00886,0.84573,-98.29969,-0.89565,231.81356,-120.93314,Q1,0.96570,0.00032,15.49266,1.50980,True,960.89447
2405,Mistral,198.68927,0.73866,-100.10012,-0.88311,228.46974,-121.34982,Boom!,0.23686,0.31875,9.58131,-2.17152,True,943.39630
2406,Antrophic,200.71155,-0.01736,-103.40794,-0.88000,230.46964,-121.47349,Q3,0.66920,-0.68160,10.77885,-0.65818,True,951.85379
2407,Mistral,199.43438,-0.69129,-99.52131,-0.87309,229.21562,-121.10096,Q4,1.36158,1.27158,10.02981,1.48992,True,947.41126
2408,Antrophic,200.23061,0.80516,-97.65979,-0.89812,230.02563,-122.84906,Q3,-0.40088,-0.15579,10.40712,4.84062,True,952.32318
2409,OpenAI,199.59729,-0.18418,-101.78121,-0.88831,229.41256,-118.45515,Q4,0.40126,-0.29909,14.25603,-2.16846,True,947.09584
2410,Antrophic,200.51339,1.03258,-103.97604,-0.89298,230.30466,-120.61843,Q3,0.14508,-1.09185,9.61279,-2.27934,True,950.57896
2411,Mistral,199.59031,-0.50022,-100.55793,-0.87960,229.38391,-119.66033,Q4,1.30505,-2.03940,10.43350,-1.51601,True,947.67260
2412,Mistral,200.90111,-0.67941,-100.26434,-0.89413,230.68518,-122.37921,Q3,0.16442,0.20238,9.63907,0.34495,True,954.37336
2413,OpenAI,201.23191,0.21467,-99.95013,-0.88761,231.03887,-122.74636,Q2,-0.17818,1.24851,16.56748,-0.75009,True,956.18449
2414,OpenAI,199.99992,0.25123,-104.34888,-0.88745,229.80788,-120.57856,Q3,0.22832,1.03173,6.98680,-1.35885,True,947.82514
2415,OpenAI,199.91640,0.21440,-102.12161,-0.88159,229.69693,-122.87296,Q4,-0.20609,0.43143,11.58888,-1.22673,True,948.52119
2416,OpenAI,199.11989,-0.42567,-95.84621,-0.88350,228.91873,-122.21305,Q4,-2.00810,0.14898,9.93847,-0.52946,True,947.67635
2417,Mistral,200.87225,1.04794,-96.73375,-0.89248,230.67651,-124.37864,Q3,-0.21610,-0.57270,4.55462,1.99611,True,955.99439
2418,Mistral,199.60849,-0.78112,-98.10059,-0.87662,229.39016,-123.31906,Q4,-0.02750,-0.50949,8.77528,1.52157,True,948.99216
2419,OpenAI,199.26365,0.37273,-96.19681,-0.88722,229.06541,-122.91593,Q4,0.27113,-1.54772,11.91852,0.40426,True,948.21983
2420,OpenAI,197.66014,-0.71023,-98.72469,-0.89162,227.47355,-116.14256,Boom!,-1.20714,1.65321,11.24482,3.95775,True,938.93836
2421,OpenAI,199.96042,0.47780,-104.14874,-0.88754,229.76636,-120.76630,Q4,0.25306,-2.78990,10.68815,-5.45083,True,947.72773
2422,Antrophic,198.64686,0.78563,-102.61057,-0.89953,228.46388,-119.58570,Boom!,-1.05220,1.45468,16.41752,1.65801,True,941.92899
2423,OpenAI,199.34748,-1.47060,-98.65362,-0.89391,229.17372,-119.63633,Q4,0.52776,-0.01095,15.05744,-1.73666,True,947.41057
2424,Antrophic,200.85541,1.01250,-103.39505,-0.90614,230.67368,-121.64031,Q3,0.69249,0.02138,8.43036,6.87798,True,952.57951
2425,Antrophic,199.10355,-0.13944,-101.50690,-0.88595,228.88141,-118.93508,Q4,-0.64779,0.32437,10.12936,-1.14313,True,944.76432
2426,Antrophic,199.39356,0.30090,-99.43282,-0.90875,229.22014,-118.67008,Q4,-0.47713,-0.32411,6.94361,-0.31491,True,947.25137
2427,OpenAI,201.16047,0.59541,-103.23261,-0.88350,230.95276,-122.33222,Q2,0.53052,-0.44801,7.38839,-4.01947,True,954.18606
2428,Antrophic,200.51439,-0.41194,-101.44357,-0.90363,230.33694,-119.47834,Q3,0.19284,-0.30896,9.67304,4.51898,True,951.85017
2429,Antrophic,198.24467,-0.47210,-92.91403,-0.88762,228.03614,-115.74081,Boom!,0.45690,0.46638,11.30910,3.04827,True,944.76632
2430,OpenAI,202.56422,-0.57738,-104.60256,-0.88338,232.35922,-121.80839,Q1,1.05061,-1.26335,10.46951,-3.01653,True,960.51984
2431,OpenAI,199.81536,-1.00975,-99.96872,-0.89537,229.64541,-119.79018,Q4,-0.43665,-0.32582,10.62612,-9.65179,True,949.09245
2432,OpenAI,199.57058,-0.12296,-103.45474,-0.88577,229.36568,-121.31473,Q4,1.88960,1.24732,16.47633,-4.82265,True,946.12555
2433,Antrophic,200.87233,0.22286,-94.02231,-0.90172,230.70304,-120.54982,Q3,-1.10566,-0.13089,9.85875,3.31472,True,957.35049
2434,OpenAI,201.25742,0.05618,-99.34354,-0.88295,231.04487,-122.49090,Q2,0.05948,-0.89506,7.00142,3.12033,True,956.61534
2435,OpenAI,202.32425,0.13244,-98.08562,-0.88452,232.11651,-123.39095,Q1,-0.06937,2.08798,12.56920,1.61367,True,962.57846
2436,Antrophic,199.19176,-0.41191,-97.64554,-0.88422,228.95983,-119.74848,Q4,-0.58973,-0.74354,12.80380,1.01863,True,947.13603
2437,Antrophic,199.85663,-0.70059,-102.31036,-0.90287,229.68811,-120.63737,Q4,-0.45092,-1.05610,10.68658,1.22549,True,948.12797
2438,OpenAI,200.19816,-0.13631,-96.43035,-0.89322,230.02463,-121.23808,Q3,-1.04145,-0.03219,10.76930,-4.69460,True,952.77562
2439,Antrophic,198.75567,1.06237,-101.71752,-0.88710,228.55031,-119.98889,Boom!,0.53454,0.04859,14.84341,-0.36544,True,942.91961
2440,OpenAI,200.29096,0.65565,-98.76490,-0.88698,230.09020,-121.71294,Q3,-1.87234,2.88239,7.72018,1.27036,True,952.07236
2441,Mistral,199.86781,0.19774,-98.42986,-0.88021,229.66971,-120.03628,Q4,0.53508,0.18178,10.18195,-0.53372,True,950.12410
2442,OpenAI,198.99149,-0.13851,-97.71659,-0.89131,228.81590,-119.18928,Boom!,0.67148,-0.85971,12.31535,6.05990,True,946.09917
2443,OpenAI,201.12670,1.13252,-95.42113,-0.89240,230.94601,-123.88653,Q2,-1.74601,0.53719,12.48306,-0.17617,True,957.92291
2444,OpenAI,201.40703,0.82123,-100.70483,-0.88799,231.20611,-121.50006,Q2,-1.84220,2.45693,17.27516,-2.44483,True,956.68273
2445,OpenAI,200.30830,0.35449,-99.95976,-0.88602,230.10308,-121.51950,Q3,-0.74837,0.65309,11.52971,-4.24459,True,951.56161
2446,Antrophic,200.74221,0.19275,-103.14600,-0.88906,230.53030,-122.41627,Q3,0.34811,0.76248,8.28023,-1.07597,True,952.13803
2447,Antrophic,199.10534,-1.71952,-99.16527,-0.88297,228.87195,-120.86288,Q4,-0.18709,-0.70832,13.62660,3.63982,True,945.94406
2448,Antrophic,200.45439,-0.54531,-104.14006,-0.89419,230.26464,-120.74718,Q3,0.16233,0.50983,12.23248,4.03700,True,950.20192
2449,OpenAI,201.26544,-0.40126,-105.15771,-0.89092,231.08498,-119.29140,Q2,0.61073,1.04352,11.00114,-0.05014,True,953.74835
2450,Antrophic,198.42459,0.46831,-99.72236,-0.90695,228.25174,-116.57033,Boom!,-0.04534,-0.85438,9.18215,1.79384,True,942.26175
2451,OpenAI,200.77153,0.17197,-99.51507,-0.88411,230.55876,-121.09864,Q3,-1.40966,1.24659,6.55817,3.70488,True,954.10013
2452,Mistral,198.66992,-0.72022,-94.47573,-0.87649,228.46285,-119.16731,Boom!,-1.24451,-0.16938,9.46177,0.64959,True,946.11173
2453,OpenAI,199.21460,-0.48977,-98.13142,-0.89454,229.04735,-123.22835,Q4,0.55454,0.26215,12.84789,-3.42948,True,947.00728
2454,Mistral,201.45159,0.41564,-103.41063,-0.87401,231.23292,-121.27027,Q2,1.37163,2.07990,8.05412,6.83085,True,955.55266
2455,OpenAI,200.84934,-0.36098,-102.34624,-0.89479,230.67143,-120.03345,Q3,-0.48715,-0.30551,10.31671,-0.19672,True,953.07357
2456,Antrophic,198.61596,-0.89203,-98.05580,-0.89045,228.39350,-120.65862,Boom!,-0.87208,0.33562,10.31260,6.56073,True,944.05189
2457,Mistral,199.42684,-0.38365,-103.43289,-0.89099,229.21692,-121.90671,Q4,0.79170,1.04754,13.12292,1.03434,True,945.41774
2458,OpenAI,201.45030,0.43640,-102.22577,-0.88257,231.23127,-122.60310,Q2,0.04725,-1.26932,10.62160,-0.96296,True,956.13863
2459,OpenAI,200.33306,0.55009,-100.53887,-0.88396,230.12871,-121.05635,Q3,-0.05016,-0.22196,12.14487,-1.00131,True,951.39587
2460,Antrophic,199.51445,0.34238,-94.87058,-0.90032,229.33078,-116.54900,Q4,-0.44196,-0.25676,5.89516,-1.98667,True,950.13697
2461,Antrophic,199.37567,0.88128,-103.57869,-0.88824,229.14408,-120.24849,Q4,0.04708,0.51972,8.74131,1.29019,True,945.08899
2462,Mistral,200.43850,0.51981,-98.47604,-0.89182,230.23664,-120.91200,Q3,-0.39185,-1.00301,13.90486,-3.72827,True,952.95450
2463,OpenAI,200.33871,0.05954,-101.01245,-0.88560,230.12996,-120.00529,Q3,0.69897,0.99114,11.37748,0.99279,True,951.18732
2464,Mistral,199.35120,-0.14357,-104.85900,-0.89235,229.15555,-121.05776,Q4,-0.42797,0.00190,8.01459,-0.17062,True,944.32650
2465,OpenAI,200.20144,1.72936,-102.59435,-0.88704,230.00567,-120.63574,Q3,-1.04462,1.08270,9.49979,-2.15852,True,949.71004
2466,OpenAI,200.83351,-0.45044,-103.90956,-0.88350,230.63172,-120.95802,Q3,0.16975,0.43852,12.72680,-2.49305,True,952.21277
2467,Mistral,198.52132,0.40988,-100.46584,-0.87864,228.30155,-119.77565,Boom!,0.21691,1.89474,10.54628,-0.32186,True,942.37369
2468,OpenAI,198.89622,0.54268,-102.55100,-0.89091,228.71844,-121.05554,Boom!,-1.10327,-1.84561,11.03048,-1.29441,True,943.20558
2469,Antrophic,201.49694,-0.53369,-104.39607,-0.88351,231.28017,-121.35193,Q2,0.31767,0.74626,11.71019,-4.07115,True,955.28667
2470,OpenAI,198.37628,-0.42961,-100.38442,-0.87929,228.15713,-117.60263,Boom!,1.94617,-0.19555,13.26497,2.24886,True,941.68917
2471,Mistral,198.53051,-1.42523,-97.32415,-0.88082,228.33011,-118.89213,Boom!,-0.36835,-0.19023,15.82569,-0.24404,True,943.99045
2472,Mistral,200.37111,-0.31719,-93.31382,-0.88111,230.17566,-117.90352,Q3,-0.21552,0.28381,15.12599,-1.80642,True,955.19862
2473,OpenAI,199.19737,0.38480,-95.14849,-0.88267,228.97869,-121.31637,Q4,2.53638,1.69114,9.70055,-3.14942,True,948.41258
2474,Antrophic,200.60400,-0.62631,-99.20781,-0.88902,230.37481,-122.32750,Q3,-0.33123,0.84777,13.12751,-0.52257,True,953.41612
2475,Mistral,202.24437,-0.08184,-98.46236,-0.87491,232.03381,-124.83820,Q1,0.55789,0.54183,12.19446,-3.93272,True,961.99068
2476,Mistral,200.29602,-0.21688,-103.35088,-0.87640,230.08517,-119.70950,Q3,-0.48921,0.44012,7.45870,-3.56773,True,949.80467
2477,OpenAI,198.84574,-0.87113,-97.04639,-0.89068,228.67061,-117.79724,Boom!,-1.05595,-0.88166,9.91712,0.64785,True,945.70550
2478,Mistral,200.45400,-0.86783,-103.25351,-0.88007,230.25015,-119.87202,Q3,-0.84087,0.93650,15.72256,0.26524,True,950.64327
2479,Antrophic,199.29208,-0.09529,-99.54991,-0.88456,229.05980,-121.34973,Q4,-0.59002,-0.15570,8.00222,-4.00715,True,946.68544
2480,Antrophic,199.48058,1.23405,-102.46275,-0.89155,229.28861,-119.58417,Q4,-0.68942,-0.96258,10.17570,-6.91828,True,946.17153
2481,Mistral,199.33877,-0.67112,-104.53709,-0.88604,229.12959,-120.40848,Q4,0.75112,-1.54785,10.46515,-2.63309,True,944.42530
2482,OpenAI,198.62757,-1.00033,-96.51512,-0.88069,228.40960,-120.95008,Boom!,-0.64335,-0.41987,12.66603,-0.35290,True,944.88027
2483,OpenAI,198.21471,0.13800,-97.07954,-0.88914,228.02870,-117.79225,Boom!,-2.09122,0.21163,11.11461,-4.52545,True,942.53378
